xtf_id,UID,Nummer,Abkuerzung,Name_oeV,Name_HR,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_BearbeitungsDatum,Gueltigkeit_Stand
ch14uvag00000344,CHE-105.904.576,403,NHB,Niederhornbahn AG,Niederhornbahn AG,18000101,,20220331,20220508
ch14uvag00000454,CHE-105.769.522,1024,DKB,Davos Klosters Bergbahnen AG,Davos Klosters Bergbahnen AG,18000101,,20220331,20220508
ch14uvag00001292,CHE-108.478.392,2588,,Balzarolo SA,Balzarolo SA,18000101,,20220331,20220508
ch14uvag00001190,CHE-107.648.208,2479,,Franz Dähler AG,Franz Dähler AG,18000101,,20220331,20220508
ch14uvag00000789,CHE-101.720.066,417,SDS,Sportbahnen Davos Schatzalp,Berghotel Schatzalp AG,18000101,,20220331,20220508
ch14uvag00000323,CHE-106.998.769,724,ASGS,Autotransports Sion - Grône - Sierre,"René Ballestraz et fils, transports SA",18000101,,20220331,20220508
ch14uvag00000872,CHE-109.302.643,1021,TBA,Tschentenbahnen AG,Tschentenbahnen AG,18000101,,20220331,20220508
ch14uvag00097257,CHE-101.862.625,802,SAPJV,Société des Auto-transports du Pied du Jura Vaudois SAPJV SA,Société des Auto-transports du Pied du Jura Vaudois SAPJV SA,18000101,,20220331,20220508
ch14uvag00001228,CHE-102.166.675,2521,,Vlera Sàrl,Vlera Sàrl,18000101,,20220331,20220508
ch14uvag00000821,CHE-106.321.093,621,SMGN,SMGN Société des Mouettes Genevoises Navigation SA,SMGN Société des Mouettes Genevoises Navigation SA,19880804,,20220331,20220508
ch14uvag00000842,CHE-100.183.875,1238,SSZ,Sessel- und Skilifte Zuoz AG,Sessel- und Skilifte Zuoz AG,19530730,,20220331,20220508
ch14uvag00000590,CHE-106.888.158,1273,LAA,Luftseilbahngenossenschaft Amsteg-Arnisee,Luftseilbahngenossenschaft Amsteg-Arnisee,18000101,,20220331,20220508
ch14uvag00107808,CHE-272.707.097,2663,,Grüter Reisen ,Grüter Reisen ,20120603,,20220331,20220508
ch14uvag00107802,CHE-100.645.887,97,CONTEBA,swissterminal International AG,swissterminal International AG,18000101,,20220331,20220508
ch14uvag00000802,CHE-101.918.208,1281,SGES,Seilbahngenossenschaft Embd-Schalb,Seilbahngenossenschaft Embd-Schalb,19880808,,20220331,20220508
ch14uvag00000658,CHE-106.045.289,1271,LVSA,Lémania Voyages S.A.,Lémania Voyages S.A.,18000101,,20220331,20220508
ch14uvag00000668,CHE-105.878.039,207,MG,Ferrovia Monte Generoso SA,Ferrovia Monte Generoso SA,19801229,,20220331,20220508
ch14uvag00000398,CHE-106.067.368,408,BRSB,Braunwald-Standseilbahn AG,Braunwald-Standseilbahn AG,19940812,,20220331,20220508
ch14uvag00000941,CHE-107.672.879,560,VBG,VBG Verkehrsbetriebe Glattal AG,VBG Verkehrsbetriebe Glattal AG,18000101,,20220331,20220508
ch14uvag00107846,CHE-108.045.202,3011,LAN,Landor AG,Landor AG,18000101,,20220331,20220508
ch14uvag00000299,CHE-106.643.533,1052,AH,Aufzug Hammetschwand,Hammetschwand Lift AG,18000101,,20220331,20220508
ch14uvag00000905,CHE-108.954.323,316,TPG,Transports publics genevois (TPG),Transports publics genevois (TPG),18000101,,20220331,20220508
ch14uvag00000305,CHE-112.005.298,2324,ALPY,ALPYBUS SARL,ALPYBUS SARL,18000101,,20220331,20220508
ch14uvag00000547,CHE-115.084.271,635,GSB,Politische Gemeinde Steckborn,Politische Gemeinde Steckborn,18000101,,20220331,20220508
ch14uvag00221609,CHE-103.588.122,1346,TUAG,Marti Tunnel AG,Marti Tunnel AG,19920623,,20220331,20220508
ch14uvag00000297,CHE-109.266.071,9896,AFN,Armin Fischli GmbH,Armin Fischli GmbH,18000101,,20220331,20220508
ch14uvag00001004,CHE-101.805.774,2023,,EBA Eurobus" Genève SA",EBA Eurobus" Genève SA",18000101,,20220331,20220508
ch14uvag00000762,CHE-101.316.908,1004,SAH,Haldigrat AG,Haldigrat AG,18000101,,20220331,20220508
ch14uvag00000360,CHE-100.468.415,110,BDB,Ballenberg-Dampfbahn Rollmaterial AG ,Ballenberg-Dampfbahn Rollmaterial AG ,18000101,,20220331,20220508
ch14uvag00000715,CHE-103.921.463,489,PBZ,UBS-Polybahn AG,UBS-Polybahn AG,18000101,,20220331,20220508
ch14uvag00000603,CHE-105.893.524,139,LEB,Compagnie du chemin de fer Lausanne-Echallens-Bercher SA,Compagnie du chemin de fer Lausanne-Echallens-Bercher SA,18830504,,20220331,20220508
ch14uvag00000999,CHE-105.925.839,2002,,Ernst Marti AG,Ernst Marti AG,18000101,,20220331,20220508
ch14uvag00166362,CHE-154.506.732,3070,SDW,Stiftung Dampfzentrum Winterthur,Stiftung Dampfzentrum Winterthur,20120130,,20220331,20220508
ch14uvag00001268,CHE-115.938.306,2564,,R.B. Sulejmani,R.B. Sulejmani,18000101,,20220331,20220508
ch14uvag00000732,,821,RATPDEV,RATP Développement,RATP Développement,18000101,,20220331,20220508
ch14uvag00000660,CHE-107.195.388,1217,LWM,Luftseilbahn Wengen-Männlichen AG,Luftseilbahn Wengen-Männlichen AG,18000101,,20220331,20220508
ch14uvag00001278,CHE-240.787.092,2574,,Horizont Reisen GmbH,Horizont Reisen GmbH,20140624,,20220331,20220508
ch14uvag00000545,CHE-107.298.746,2853,GRAG,Greuter AG,Greuter AG,18000101,,20220331,20220508
ch14uvag00166310,,3062,MIR,Mercitalia Rail S.r.l.,Mercitalia Rail S.r.l.,18000101,,20220331,20220508
ch14uvag00224705,,829,GLCT,Groupement Local de Coopération Transfrontalière des Transports Publics Transfrontaliers,Groupement Local de Coopération Transfrontalière des Transports Publics Transfrontaliers,18000101,,20220331,20220508
ch14uvag00249250,,20150,#FERROROTH,Ferroflex AG,Ferroflex AG,18000101,,20220331,20220508
ch14uvag00249251,,20465,#LEER,Fischer & Cie. AG,Fischer & Cie. AG,18000101,,20220331,20220508
ch14uvag00220995,CHE-114.409.732,3086,SAJET,SAJET SA,SAJET SA,20080709,,20220331,20220508
ch14uvag00249252,,9843,,leer 9843,leer 9843,18000101,,20220331,20220508
ch14uvag00249253,,20464,#LEER,Landi Landshut Genossenschaft,Landi Landshut Genossenschaft,18000101,,20220331,20220508
ch14uvag00000847,,636,STGR,"Solarfährbetrieb Thomas Geiger, Reichenau","Solarfährbetrieb Thomas Geiger, Reichenau",18000101,,20220331,20220508
ch14uvag00249254,,20675,#LEER,"LV - St. Gallen, Genossenschaft","LV - St. Gallen, Genossenschaft",18000101,,20220331,20220508
ch14uvag00249255,,20678,#LEER,Piger Immobilien AG,Piger Immobilien AG,18000101,,20220331,20220508
ch14uvag00249256,,20440,#LEER,Müller  Recycling AG,Müller  Recycling AG,18000101,,20220331,20220508
ch14uvag00001150,,2435,,Dieter Schwalb - Reisen e.K.,Dieter Schwalb - Reisen e.K.,18000101,,20220331,20220508
ch14uvag00249257,,20426,#LEER,Gemeinde Volketswil - Schwerzenbach ZH,Gemeinde Volketswil - Schwerzenbach ZH,18000101,,20220331,20220508
ch14uvag00000995,CHE-102.356.738,609,ZSG,Zürichsee-Schifffahrtsgesellschaft AG (ZSG),Zürichsee-Schifffahrtsgesellschaft AG (ZSG),18000101,,20220331,20220508
ch14uvag00224175,CHE-393.371.112,2749,,Tomi Trasporti SA,Tomi Trasporti SA,18000101,,20220331,20220508
ch14uvag00000409,CHE-115.486.592,325,BUM,Bus urbains Martigny,Ville de Martigny,18000101,,20220331,20220508
ch14uvag00000550,CHE-108.370.688,1259,GTAG,Gartmann Transporte AG,Gartmann Transporte AG,19990720,,20220331,20220508
ch14uvag00001286,CHE-103.793.774,2582,,Swisstours Transport SA ,Swisstours Transport SA ,18000101,,20220331,20220508
ch14uvag00224715,,3093,SRA,S-Rail GmbH,S-Rail GmbH,18000101,,20220331,20220508
ch14uvag00000377,CHE-101.281.380,115,BLM,Bergbahn Lauterbrunnen-Mürren AG,Bergbahn Lauterbrunnen-Mürren AG,18000101,,20220331,20220508
ch14uvag00000291,CHE-308.289.797,704,ABF,Autobusbetrieb Freienbach,Gemeinde Freienbach,18000101,,20220331,20220508
ch14uvag00000524,CHE-105.689.395,1227,FWS,Franz Weiss-Wacker,Franz Weiss-Wacker,18000101,,20220331,20220508
ch14uvag00000538,CHE-114.890.915,1902,GHU,Bürgerbus Gondiswil-Huttwil-Ufhusen,Einwohnergemeinde Gondiswil,18000101,,20220331,20220508
ch14uvag00166337,CHE-163.023.912,3071,TWFUE,Verein Historischer Triebwagen 5,Verein Historischer Triebwagen 5,18000101,,20220331,20220508
ch14uvag00000321,CHE-107.812.206,2927,ASEOL,Shell Lubricants Switzerland AG,Shell Lubricants Switzerland AG,18000101,,20220331,20220508
ch14uvag00000722,,2478,Postbus,ÖBB-Postbus GmbH,ÖBB-Postbus GmbH,18000101,,20220331,20220508
ch14uvag00249258,,20656,HOLZSTÜRM,Holz Stürm AG,Holz Stürm AG,18000101,,20220331,20220508
ch14uvag00000386,CHE-108.084.219,1154,BO,Bergbahnen Obersaxen AG,Bergbahnen Obersaxen AG,18000101,,20220331,20220508
ch14uvag00165730,,3059,RCW,Rail Cargo Austria AG,Rail Cargo Austria AG,18000101,,20220331,20220508
ch14uvag00249259,,20469,#LEER,Schwarz Stahl AG,Schwarz Stahl AG,18000101,,20220331,20220508
ch14uvag00249260,,6010,ARRIT,ARRIVA ITALIA S.r.l.,ARRIVA ITALIA S.r.l.,18000101,,20220331,20220508
ch14uvag00249261,,20382,#LEER,LOG Produktions AG,LOG Produktions AG,18000101,,20220331,20220508
ch14uvag00166308,,1330,THP,Trägerverein Historische Postautolinie,Trägerverein Historische Postautolinie,18000101,,20220331,20220508
ch14uvag00000796,CHE-440.908.273,1308,SETT,Société d'exploitation touristique de Torgon (SETT) Sàrl,Société d'exploitation touristique de Torgon (SETT) Sàrl,20131031,,20220331,20220508
ch14uvag00249262,,20630,#LEER,Industrie-Stammgleis Buchs-Dällikon - Buchs-Dällikon,Industrie-Stammgleis Buchs-Dällikon - Buchs-Dällikon,18000101,,20220331,20220508
ch14uvag00000651,CHE-107.189.778,1286,LSKA,Luftseilbahn Kandersteg-Allmenalp AG ,Luftseilbahn Kandersteg-Allmenalp AG ,19840112,,20220331,20220508
ch14uvag00000980,CHE-112.723.436,2974,SCTS,Swiss Classic Train Sàrl,Swiss Classic Train Sàrl,20060116,,20220331,20220508
ch14uvag00165728,CHE-115.060.655,826,RSZ,Bürgerbus Rüderswil,Bürgerbus Rüderswil,18000101,,20220331,20220508
ch14uvag00001184,CHE-112.948.432,2472,,Rezic Reisen GmbH,Rezic Reisen GmbH,20060524,,20220331,20220508
ch14uvag00107854,CHE-162.118.757,2662,,IvanBus Sagl,IvanBus Sagl,20131213,,20220331,20220508
ch14uvag00224716,,2761,,Auto-prevoz doo,Auto-prevoz doo,18000101,,20220331,20220508
ch14uvag00000301,CHE-102.337.830,2935,AHM,A.H. Meyer & Cie AG,A.H. Meyer & Cie AG,20020107,,20220331,20220508
ch14uvag00000544,CHE-114.809.356,1276,GR,Funivie Arvigo - Braggio e Selma - Landarenca,Cantone di Grigioni,18000101,,20220331,20220508
ch14uvag00000396,CHE-105.934.904,204,BRB,Brienz Rothorn Bahn AG,Brienz Rothorn Bahn AG,18000101,,20220331,20220508
ch14uvag00166332,CHE-105.778.900,3065,VAGZ,Vanoli AG Zofingen,Vanoli AG Zofingen,19690402,,20220331,20220508
ch14uvag00000655,,2842,LTE,Logistik und Transport GmbH,Logistik und Transport GmbH,18000101,,20220331,20220508
ch14uvag00248754,,20077,#TANKROTH,Tanklager Rothenburg AG,Tanklager Rothenburg AG,18000101,,20220331,20220508
ch14uvag00000572,CHE-101.310.030,1147,ITSB,San Bernardino SA Impianti Turistici,San Bernardino SA Impianti Turistici,19701026,,20220331,20220508
ch14uvag00001298,,2594,,Sarl Chamexpress.com,Sarl Chamexpress.com,18000101,,20220331,20220508
ch14uvag00000477,,2146,EL-RO,Touring Europabus Romania SRL,Touring Europabus Romania SRL,18000101,,20220331,20220508
ch14uvag00000579,CHE-106.018.944,1243,KAGD,Kessler AG Davos-Wolfgang,Kessler AG Davos-Wolfgang,18000101,,20220331,20220508
ch14uvag00248755,,20688,#LEER,Oberli AG,Oberli AG,18000101,,20220331,20220508
ch14uvag00001022,,2116,,Meridional Tours SpA,Meridional Tours SpA,18000101,,20220331,20220508
ch14uvag00165688,CHE-115.058.440,827,OBV,Ortsbus Vals,Gemeinde Vals,18000101,,20220331,20220508
ch14uvag00000479,,2054,EL-UK,National Express Ltd.,National Express Ltd.,18000101,,20220331,20220508
ch14uvag00248756,NOR 917 082 308,3113,BN,Bane NOR SF,Bane NOR SF,18000101,,20220331,20220508
ch14uvag00000320,CHE-116.183.786,1250,ASS,Andermatt-Sedrun Sport AG,Andermatt-Sedrun Sport AG,20101108,,20220331,20220508
ch14uvag00000332,CHE-229.764.131,1269,AUT,Andermatt-Urserntal Tourismus GmbH,Andermatt-Urserntal Tourismus GmbH,20110404,,20220331,20220508
ch14uvag00248757,,3115,RAILO,Railoc s.r.l.,Railoc s.r.l.,18000101,,20220331,20220508
ch14uvag00165712,CHE-112.647.723,2681,,Autopostale Valle di Muggio Sagl,Autopostale Valle di Muggio Sagl,18000101,,20220331,20220508
ch14uvag00000635,CHE-105.896.876,602,LNM,LNM NAVIGATION SA,LNM NAVIGATION SA,19230905,,20220331,20220508
ch14uvag00248758,,20674,#LEER,Salez-Sennwald,Salez-Sennwald,18000101,,20220331,20220508
ch14uvag00000308,CHE-109.651.782,1260,ALX,ALPINEXPRESS Sàrl ,ALPINEXPRESS Sàrl ,20021007,,20220331,20220508
ch14uvag00248759,,20416,#LEER,Axpo Power AG,Axpo Power AG,18000101,,20220331,20220508
ch14uvag00248760,,20492,#LEER,Ortbürgergemeinde Lenzburg,Ortbürgergemeinde Lenzburg,18000101,,20220331,20220508
ch14uvag00248761,,6014,,Koch Reisen AG,Koch Reisen AG,18000101,,20220331,20220508
ch14uvag00000568,CHE-113.385.945,2833,INTRA,InnovaTrain AG,InnovaTrain AG,20070119,,20220331,20220508
ch14uvag00000529,CHE-105.857.735,433,GB,Gurtenbahn Bern AG,Gurtenbahn Bern AG,18000101,,20220331,20220508
ch14uvag00220999,CHE-416.955.562,2728,,Eurostar Travel GmbH,Eurostar Travel GmbH,18000101,,20220331,20220508
ch14uvag00248762,,20337,#VEUTMART,Veuthey Compagnie,Veuthey Compagnie,18000101,,20220331,20220508
ch14uvag00001167,,2452,,Sociedad de Transportes S.A.,Sociedad de Transportes S.A.,18000101,,20220331,20220508
ch14uvag00224164,,2743,,"Intercentro - Transportes Internacionais Rodoviarios do Centro, Ld.","Intercentro - Transportes Internacionais Rodoviarios do Centro, Ld.",18000101,,20220331,20220508
ch14uvag00248763,,20264,#ERIEROM,"Erie-Electroverre SA, Romont","Erie-Electroverre SA, Romont",18000101,,20220331,20220508
ch14uvag00248764,,20289,#MAAGREC,Maag Recycling AG,Maag Recycling AG,18000101,,20220331,20220508
ch14uvag00248765,,20361,#SABAGDMT,Matériaux Sabag SA,Matériaux Sabag SA,18000101,,20220331,20220508
ch14uvag00248766,,20134,#Chemia Brugg,Chemia Brugg AG,Chemia Brugg AG,18000101,,20220331,20220508
ch14uvag00000773,CHE-106.824.543,512,BuS,Bus und Service AG,Bus und Service AG,18000101,,20220331,20220508
ch14uvag00248767,CHE-101.460.617,1367,PFNET,Papierfabrik Netstal AG,Papierfabrik Netstal AG,18000101,,20220331,20220508
ch14uvag00001198,,2490,,Eurolines België,Eurolines België,18000101,,20220331,20220508
ch14uvag00000894,CHE-100.721.258,479,TMF,Compagnie du chemin de fer Territet-Mont-Fleuri SA,Compagnie du chemin de fer Territet-Mont-Fleuri SA,19100404,,20220331,20220508
ch14uvag00000346,CHE-106.078.484,1014,BBE,Bergbahnen Beckenried-Emmetten AG,Bergbahnen Beckenried-Emmetten AG,18000101,,20220331,20220508
ch14uvag00000725,CHE-105.767.894,1120,PSSA,Pendicularas Scuol SA,Pendicularas Scuol SA,18000101,,20220331,20220508
ch14uvag00000541,CHE-107.196.318,1285,GLIS,Genossenschaft Luftseilbahn Isenfluh-Sulwald,Genossenschaft Luftseilbahn Isenfluh-Sulwald,19730620,,20220331,20220508
ch14uvag00248768,,9452,,leer 9452,leer 9452,18000101,,20220331,20220508
ch14uvag00248769,,20713,#LEER,Consortium V.O.P,Consortium V.O.P,18000101,,20220331,20220508
ch14uvag00000936,CHE-109.839.630,2910,UTL,UTL UMWELT + TRANSPORTLOGISTIK AG,UTL UMWELT + TRANSPORTLOGISTIK AG,18000101,,20220331,20220508
ch14uvag00248770,,20463,#LEER,Lüchinger Holz AG,Lüchinger Holz AG,18000101,,20220331,20220508
ch14uvag00107817,,3012,TWG,Tankwagon Sp. z.o.o.,Tankwagon Sp. z.o.o.,18000101,,20220331,20220508
ch14uvag00248771,,20579,#LEER,Schmiedewerk Stooss AG,Schmiedewerk Stooss AG,18000101,,20220331,20220508
ch14uvag00165685,CHE-429.938.461,1321,LKRS,Luftseilbahn Kräbel - Rigi Scheidegg AG,Luftseilbahn Kräbel - Rigi Scheidegg AG,20141216,,20220331,20220508
ch14uvag00107850,,2665,,SIA Bus Serviss,SIA Bus Serviss,18000101,,20220331,20220508
ch14uvag00248772,,20666,#LEER,Belag und Beton AG Rothenburg,Belag und Beton AG Rothenburg,18000101,,20220331,20220508
ch14uvag00248773,,20683,#LEER,Centre agricole Yvonand,Centre agricole Yvonand,18000101,,20220331,20220508
ch14uvag00166350,,2712,,Maxhari Tours Sh.p.k.,Maxhari Tours Sh.p.k.,18000101,,20220331,20220508
ch14uvag00000755,,2820,RTS,RTS Rail Transport Service GmbH,RTS Rail Transport Service GmbH,18000101,,20220331,20220508
ch14uvag00000709,CHE-112.242.941,7,PAG,PostAuto AG,PostAuto AG,20050223,,20220331,20220508
ch14uvag00001280,,2576,,Zlatan Prevoz doo Užice,Zlatan Prevoz doo Užice,18000101,,20220331,20220508
ch14uvag00000597,CHE-106.888.856,1304,LBER,Luftseilbahngenossenschaft Brügg-Eierschwand-Ruogig,Luftseilbahngenossenschaft Brügg-Eierschwand-Ruogig,18000101,,20220331,20220508
ch14uvag00000807,CHE-108.078.147,1168,SHAG,Sattel-Hochstuckli AG,Sattel-Hochstuckli AG,19500121,,20220331,20220508
ch14uvag00248774,,20603,#LEER,Halter Rohstoff AG,Halter Rohstoff AG,18000101,,20220331,20220508
ch14uvag00248775,,20027,#PAPYR,Papyrus Schweiz AG,Papyrus Schweiz AG,18000101,,20220331,20220508
ch14uvag00166331,,2720,,Fly Bus S.r.l.,Fly Bus S.r.l.,18000101,,20220331,20220508
ch14uvag00000737,CHE-105.808.406,576,REGO,Regiobus AG,Regiobus AG,18000101,,20220331,20220508
ch14uvag00248776,CHE-109.695.176,15,BLSS,BLS-Stiftung,BLS-Stiftung,18000101,,20220331,20220508
ch14uvag00001122,,2405,,Ferytour SRL,Ferytour SRL,18000101,,20220331,20220508
ch14uvag00225143,,2766,STPS,S.T.P.S. Società Trasporti Pubblici Sondrio SPA,S.T.P.S. Società Trasporti Pubblici Sondrio SPA,18000101,,20220331,20220508
ch14uvag00107778,,2676,,Jerzy Madel MadelTrans,Jerzy Madel MadelTrans,18000101,,20220331,20220508
ch14uvag00248777,,20342,#GEMHINWIL,Gemeinde Hinwil,Gemeinde Hinwil,18000101,,20220331,20220508
ch14uvag00248778,,20352,#SIEGFRI,Siegfried AG,Siegfried AG,18000101,,20220331,20220508
ch14uvag00001012,,2070,,Autobusni Promet d.d.,Autobusni Promet d.d.,18000101,,20220331,20220508
ch14uvag00000886,CHE-109.349.490,20,THURBO,Thurbo AG,Thurbo AG,18000101,,20220331,20220508
ch14uvag00248779,,20348,#ZINGGTUB,Zingg Industrieabfälle AG,Zingg Industrieabfälle AG,18000101,,20220331,20220508
ch14uvag00000946,CHE-108.954.889,537,VBSG,Verkehrsbetriebe St. Gallen,Stadt St. Gallen,18000101,,20220331,20220508
ch14uvag00001021,CHE-106.085.981,2113,,Pan Reisen AG,Pan Reisen AG,18000101,,20220331,20220508
ch14uvag00000963,CHE-106.845.516,83,VPac,Verein Pacific 01 202,Verein Pacific 01 202,20000121,,20220331,20220508
ch14uvag00000560,CHE-105.953.103,2909,HOLCH,Holcim (Schweiz) AG,Holcim (Schweiz) AG,20011210,,20220331,20220508
ch14uvag00000855,,2994,STW,Verein Seetal-Wagen STW,Verein Seetal-Wagen STW,18000101,,20220331,20220508
ch14uvag00001097,,2343,,DMVI di Maio Michele & C Snc,DMVI di Maio Michele & C Snc,18000101,,20220331,20220508
ch14uvag00000458,CHE-186.582.602,2812,DSF,Verein Depot und Schienenfahrzeuge Koblenz,Verein Depot und Schienenfahrzeuge Koblenz,18000101,,20220331,20220508
ch14uvag00107865,,2913,CLIN,Conliner Container Transport Services B.V.,Conliner Container Transport Services B.V.,18000101,,20220331,20220508
ch14uvag00001054,,2210,,KAVIM-Jedinstvo d.o.o. Vranje,KAVIM-Jedinstvo d.o.o. Vranje,18000101,,20220331,20220508
ch14uvag00000706,CHE-114.891.174,1904,OUW*,Einwohnergemeinde Ursenbach,Einwohnergemeinde Ursenbach,18000101,,20220331,20220508
ch14uvag00248780,,30017,FLAGA,FLAGA Suisse GmbH,FLAGA Suisse GmbH,18000101,,20220331,20220508
ch14uvag00001010,,2066,,Croatia Bus d.o.o.,Croatia Bus d.o.o.,18000101,,20220331,20220508
ch14uvag00225144,,3100,SNCFF,Fret SNCF,Fret SNCF,18000101,,20220331,20220508
ch14uvag00224155,CHE-115.061.672,815,GCS,Gemeinde Celerina/Schlarigna,Gemeinde Celerina/Schlarigna,18000101,,20220331,20220508
ch14uvag00166311,,2710,,Garbellini S.r.l.,Garbellini S.r.l.,18000101,,20220331,20220508
ch14uvag00000530,CHE-105.899.627,431,GbB,Giessbachbahn,Parkhotel Giessbach AG,18000101,,20220331,20220508
ch14uvag00000383,CHE-107.865.645,591,BMH,Bergbahnen Meiringen-Hasliberg AG,Bergbahnen Meiringen-Hasliberg AG,18000101,,20220331,20220508
ch14uvag00107819,,2612,,AD Boksit,AD Boksit,18000101,,20220331,20220508
ch14uvag00000394,CHE-105.805.709,622,BPG,Basler Personenschifffahrt AG,Basler Personenschifffahrt AG,18000101,,20220331,20220508
ch14uvag00000525,CHE-112.513.264,1100,G3AG,Gstaad 3000 AG,Gstaad 3000 AG,18000101,,20220331,20220508
ch14uvag00107859,CHE-264.414.256,3014,TAU,TAU Tanklager Auhafen AG,TAU Tanklager Auhafen AG,20111006,,20220331,20220508
ch14uvag00225145,,3112,HSLNL,HSL Netherlands B.V.,HSL Netherlands B.V.,18000101,,20220331,20220508
ch14uvag00000617,CHE-109.810.661,1274,LHA,Luftseilbahn Oberschan - Hotel Alvier,Alvier AG Seminarzentrum mit Hotel,18000101,,20220331,20220508
ch14uvag00001014,,2076b,,Kantic Touristik d.o.o.,Kantic Touristik d.o.o.,18000101,,20220331,20220508
ch14uvag00248781,,20408,#LEER,Hartwag AG,Hartwag AG,18000101,,20220331,20220508
ch14uvag00248782,CHE-115.065.084,20378,#LEER,Gemeinde Davos,Gemeinde Davos,18000101,,20220331,20220508
ch14uvag00000484,DE246581453,3002,ERD,Eiffage Infra-Rail Gmbh,Eiffage Infra-Rail Gmbh,18000101,,20220331,20220508
ch14uvag00248783,,20596,#LEER,Eredi fu Costantino Chiesa,Eredi fu Costantino Chiesa,18000101,,20220331,20220508
ch14uvag00000562,CHE-103.940.124,1184,HSS,Heinzenberg Skilifte und Sesselbahn AG,Heinzenberg Skilifte und Sesselbahn AG,18000101,,20220331,20220508
ch14uvag00000692,,2855,ÖBB,ÖBB-Personenverkehr AG,ÖBB-Personenverkehr AG,18000101,,20220331,20220508
ch14uvag00000862,,366,SWEG,SWEG Südwestdeutsche Landesverkehrs-GmbH,SWEG Südwestdeutsche Landesverkehrs-GmbH,18000101,,20220331,20220508
ch14uvag00000576,CHE-115.713.581,2952,JMR,JOSEF MEYER Rail AG,JOSEF MEYER Rail AG,19500817,,20220331,20220508
ch14uvag00248784,,20437,#LEER,Baumat AG,Baumat AG,18000101,,20220331,20220508
ch14uvag00248785,,20571,#LEER,LANDI Aare Genossenschaft,LANDI Aare Genossenschaft,18000101,,20220331,20220508
