Gemeinde,coordinatex,coordinatey,name,streetNumber,zip,region,telephone,fax,openingHours,markettype,uid
Uznach,47.226824,8.98058,SPAR express AVIA Uznach,Zürcherstrasse 27,8730,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",+41 62 508 46 05,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8689}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9593}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9594}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9595}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9596}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8690}, {'pretext': 'Sonntag', 'date': None, 'text': '08:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8691}]","{'marketType': 'SPAR express', 'uid': 2}",837
Balgach,47.405078,9.601891,SPAR express AVIA Balgach,Hauptstrasse 65,9436,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",+41 62 508 45 07,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8692}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9597}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9598}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9599}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9600}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8693}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8694}]","{'marketType': 'SPAR express', 'uid': 2}",838
Widnau,47.395546,9.642246,SPAR express AVIA Widnau,Diepoldsauerstrasse 60,9443,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",+41 62 508 46 15,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8696}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9601}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9602}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9603}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8697}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8698}, {'pretext': 'Sonntag', 'date': None, 'text': 'geschlossen', 'posttext': '', 'group': '', 'uid': 8699}]","{'marketType': 'SPAR express', 'uid': 2}",839
Geuensee,47.193681,8.112135,SPAR express AVIA Geuensee,Schäracher 2,6232,"{'isoCode': 'LU', 'localName': 'Luzern', 'nameEn': 'Lucerne', 'uid': 115}",+41 62 508 45 25,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8713}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9605}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9606}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9607}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9608}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8714}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9604}]","{'marketType': 'SPAR express', 'uid': 2}",840
St. Gallen,47.414868,9.339923,SPAR express AVIA SG Zürcherstrasse,Zürcherstrasse 162,9014,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",+41 62 508 45 35,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 21:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8726}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 21:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9609}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 21:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9610}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 21:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9611}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 21:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9612}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 21:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8727}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8728}]","{'marketType': 'SPAR express', 'uid': 2}",841
Vernier,46.215337,6.104287,SPAR express Châtelaine,Chemin Philibert-de-Sauvage 42,1219,"{'isoCode': 'GE', 'localName': 'Genève', 'nameEn': 'Geneva', 'uid': 111}",+41 22 796 16 71,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8729}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9613}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9614}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9615}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9616}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9617}, {'pretext': 'Sonntag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9618}]","{'marketType': 'SPAR express', 'uid': 2}",842
Alpnach Dorf,46.938662,8.270632,SPAR express AVIA Alpnach Dorf,Brünigstrasse 37,6055,"{'isoCode': 'OW', 'localName': 'Obwalden', 'nameEn': 'Obwalden', 'uid': 118}",+41 62 508 46 17,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8730}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9619}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9620}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9621}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9622}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9623}, {'pretext': 'Sonntag', 'date': None, 'text': '06:30 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9624}]","{'marketType': 'SPAR express', 'uid': 2}",844
St.Gallen,47.40443,9.304521,SPAR express SG Ikarusstrasse,Ikarusstrasse 2,9015,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",+41 62 508 46 04,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8762}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9625}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9626}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9627}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9628}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8763}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8764}]","{'marketType': 'SPAR express', 'uid': 2}",847
Arosa,46.781351,9.682747,SPAR express AVIA Arosa,Alteinstrasse 4,7050,"{'isoCode': 'GR', 'localName': 'Graubünden', 'nameEn': 'Graubünden', 'uid': 113}",+41 62 508 45 36,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8765}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9630}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9631}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9632}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9633}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8766}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9629}]","{'marketType': 'SPAR express', 'uid': 2}",848
Wilen bei Wil,47.453563,9.039023,SPAR express AVIA Wilen bei Wil,Weidstrasse 1,9535,"{'isoCode': 'TG', 'localName': 'Thurgau', 'nameEn': 'Thurgau', 'uid': 123}",+41 62 508 46 11,,[],"{'marketType': 'SPAR express', 'uid': 2}",872
Gamprin-Bendern,47.211609,9.508071,SPAR express AVIA Bendern,Eschnerstrasse 33,9487,,+423 370 27 07,,[],"{'marketType': 'SPAR express', 'uid': 2}",860
Volketswil,47.393919,8.657541,SPAR express AVIA Volketswil,Zürcherstrasse 55,8604,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",+41 62 508 46 06,,[],"{'marketType': 'SPAR express', 'uid': 2}",857
Luzern,47.043919,8.313514,SPAR express AVIA Luzern Tribschenstrasse,Tribschenstrasse 19,6005,"{'isoCode': 'LU', 'localName': 'Luzern', 'nameEn': 'Lucerne', 'uid': 115}",+41 62 508 45 33,,[],"{'marketType': 'SPAR express', 'uid': 2}",849
Basel,47.566883,7.563783,SPAR express AVIA Basel Burgfelderstrasse,Burgfelderstrasse 199,4055,"{'isoCode': 'BS', 'localName': 'Basel-Stadt', 'nameEn': 'Basel Stadt', 'uid': 109}",+41 62 508 45 08,,[],"{'marketType': 'SPAR express', 'uid': 2}",850
Schluein,46.782929,9.221301,SPAR express AVIA Schluein,Via Principala 1 A,7151,"{'isoCode': 'GR', 'localName': 'Graubünden', 'nameEn': 'Graubünden', 'uid': 113}",+41 62 508 45 28,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11973}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11974}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11975}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11976}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11977}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11978}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 11979}]","{'marketType': 'SPAR express', 'uid': 2}",851
Chur,46.852165,9.505578,SPAR express AVIA Chur Rossboden,Rossbodenstrasse 18,7000,"{'isoCode': 'GR', 'localName': 'Graubünden', 'nameEn': 'Graubünden', 'uid': 113}",+41 62 508 45 15,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9750}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9751}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9752}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9753}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9754}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9755}, {'pretext': 'Sonntag', 'date': None, 'text': '08:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9756}]","{'marketType': 'SPAR express', 'uid': 2}",852
Wädenswil,47.230093,8.667242,SPAR express AVIA Wädenswil,Zugerstrasse 41,8820,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",+41 62 508 46 07,,"[{'pretext': 'Mo bis Fr', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9661}, {'pretext': 'Sa bis So', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9662}]","{'marketType': 'SPAR express', 'uid': 2}",853
Sissach,47.466014,7.802588,SPAR express AVIA Sissach,Hauptstrasse 138,4450,"{'isoCode': 'BL', 'localName': 'Basel-Landschaft', 'nameEn': 'Basel Landschaft', 'uid': 108}",+41 62 508 45 49,,"[{'pretext': 'Mo', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 9670}, {'pretext': 'Di', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 9671}, {'pretext': 'Mi', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 9672}, {'pretext': 'Do', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 9673}, {'pretext': 'Fr', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 9674}, {'pretext': 'Sa', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 9675}, {'pretext': 'So', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': '', 'group': '', 'uid': 9676}]","{'marketType': 'SPAR express', 'uid': 2}",854
Chur,46.846269,9.506803,SPAR express AVIA Chur Emserstrasse,Emserstrasse 2,7000,"{'isoCode': 'GR', 'localName': 'Graubünden', 'nameEn': 'Graubünden', 'uid': 113}",+41 62 508 45 13,,[],"{'marketType': 'SPAR express', 'uid': 2}",855
Egnach,47.544541,9.374826,SPAR express AVIA Egnach,Romanshornerstrasse 115,9322,"{'isoCode': 'TG', 'localName': 'Thurgau', 'nameEn': 'Thurgau', 'uid': 123}",+41 62 508 45 22,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12552}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12553}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12554}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12555}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12556}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12557}, {'pretext': 'Sonntag', 'date': None, 'text': '08:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12558}]","{'marketType': 'SPAR express', 'uid': 2}",856
Pratteln,47.527433,7.700756,SPAR express Pratteln Süd,Götzisbodenweg 22,4133,"{'isoCode': 'BL', 'localName': 'Basel-Landschaft', 'nameEn': 'Basel Landschaft', 'uid': 108}",+41 78 910 93 29,,[],"{'marketType': 'SPAR express', 'uid': 2}",874
Luzern-Littau,47.051389,8.272587,SPAR express Luzern Littau,Luzernerstrasse 84,6014,,062 508 45 34,,[],"{'marketType': 'SPAR express', 'uid': 2}",858
Niederbüren,47.46527,9.200704,SPAR express Niederbüren,Staatsstrasse 14,9246,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",+41 71 313 67 44,,[],"{'marketType': 'SPAR express', 'uid': 2}",859
Wil,47.471496,9.05865,SPAR express AVIA Wil,Konstanzerstrasse 86,9500,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",+41 62 508 46 10,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9743}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9744}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9745}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9746}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9747}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9748}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9749}]","{'marketType': 'SPAR express', 'uid': 2}",861
Tägerwilen,47.660417,9.141914,SPAR express AVIA Tägerwilen,Konstanzerstrasse 65,8274,"{'isoCode': 'TG', 'localName': 'Thurgau', 'nameEn': 'Thurgau', 'uid': 123}",+41 62 508 46 14,,[],"{'marketType': 'SPAR express', 'uid': 2}",862
Weinfelden,47.562843,9.123347,SPAR express AVIA Weinfelden,Deucherstrasse 39,8570,"{'isoCode': 'TG', 'localName': 'Thurgau', 'nameEn': 'Thurgau', 'uid': 123}",062 508 46 08,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12566}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12567}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12568}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12569}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12570}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12571}, {'pretext': 'Sonntag', 'date': None, 'text': '08:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12572}]","{'marketType': 'SPAR express', 'uid': 2}",863
Biel,47.127683,7.257916,SPAR express AVIA Biel,Brüggstrasse 106,2503,"{'isoCode': 'BE', 'localName': 'Bern', 'nameEn': 'Bern', 'uid': 107}",+41 62 508 45 11,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12002}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12003}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12004}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12005}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12006}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12007}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 12008}]","{'marketType': 'SPAR express', 'uid': 2}",864
Riedholz,47.229826,7.567668,SPAR express AVIA Riedholz,Baselstrasse 13,4533,"{'isoCode': 'SO', 'localName': 'Solothurn', 'nameEn': 'Solothurn', 'uid': 121}",+41 62 508 46 16,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9714}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9715}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9716}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9717}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9718}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9719}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9720}]","{'marketType': 'SPAR express', 'uid': 2}",865
Zwingen,47.43948,7.536221,SPAR express AVIA Zwingen,Baselstrasse 16,4222,"{'isoCode': 'BL', 'localName': 'Basel-Landschaft', 'nameEn': 'Basel Landschaft', 'uid': 108}",+41 62 508 46 13,,[],"{'marketType': 'SPAR express', 'uid': 2}",866
Aesch-Angenstein,47.457541,7.605525,SPAR express AVIA Aesch,Baselstrasse 22,4147,"{'isoCode': 'BL', 'localName': 'Basel-Landschaft', 'nameEn': 'Basel Landschaft', 'uid': 108}",+41 62 508 45 00,,[],"{'marketType': 'SPAR express', 'uid': 2}",867
Frauenfeld,47.569635,8.91757,SPAR express AVIA Frauenfeld,Zürcherstrasse 369,8500,"{'isoCode': 'TG', 'localName': 'Thurgau', 'nameEn': 'Thurgau', 'uid': 123}",+41 62 508 45 24,,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9663}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9664}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9665}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9666}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9667}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9668}, {'pretext': 'Sonntag', 'date': None, 'text': '08:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9669}]","{'marketType': 'SPAR express', 'uid': 2}",868
Basel,47.565511,7.574259,SPAR express AVIA Basel Kannenfeldplatz,Kannenfeldplatz 4,4056,"{'isoCode': 'BS', 'localName': 'Basel-Stadt', 'nameEn': 'Basel Stadt', 'uid': 109}",+41 62 508 45 09,,[],"{'marketType': 'SPAR express', 'uid': 2}",871
Kriens,47.034435,8.286591,SPAR express AVIA Kriens,Luzernerstrasse 56,6010,"{'isoCode': 'LU', 'localName': 'Luzern', 'nameEn': 'Lucerne', 'uid': 115}",+41 62 508 45 29,,[],"{'marketType': 'SPAR express', 'uid': 2}",876
