xtf_id,Nummer,Bezeichnung,BetrieblicheBezeichnung,Laenge,Kantenhoehe,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_Stand,rHaltestelle,E,N,H
ch14uvag00240928,ch:1:sloid:87597::875971,,875971,,,20210101,,20220508,ch14uvag00048567,2619517,1222385,488.6
ch14uvag00227465,ch:1:sloid:96003::50,,50,,,20220207,,20220508,ch14uvag00220452,2676278,1259240,483.4
ch14uvag00226996,ch:1:sloid:90913::81,,81,,,20210720,,20220508,ch14uvag00063541,2675236,1252619,416.8
ch14uvag00228868,ch:1:sloid:95044:0:889982,,srvi00,15.00,15.00,20200106,,20220508,ch14uvag00059793,2492191.277,1111260.089,449.8
ch14uvag00242331,ch:1:sloid:5394::48602,,2,,,20211212,,20220508,ch14uvag00041206,2713885,1096691,292.6
ch14uvag00241176,ch:1:sloid:87639::876392,,876392,,,20210101,,20220508,ch14uvag00038575,2588527,1219017,432.3
ch14uvag00242676,ch:1:sloid:87501::300402,,2,,,20211212,,20220508,ch14uvag00052072,2705161,1113212,196.8
ch14uvag00233421,ch:1:sloid:91184::11,,11,,,20220207,,20220508,ch14uvag00065124,2682097,1247834,409.9
ch14uvag00227233,ch:1:sloid:76176::50,,50,,,20220207,,20220508,ch14uvag00042041,2693808,1258595,599
ch14uvag00234191,ch:1:sloid:89398:1:1,,1,,,20200703,,20220508,ch14uvag00041551,2609764.929,1264057.855,304.3
ch14uvag00229630,ch:1:sloid:87069:0:466617,,capi02,,,20200106,,20220508,ch14uvag00062205,2504690.398,1121047.196,461.7
ch14uvag00232195,ch:1:sloid:88196:0:298367,,apia01,30.00,14.00,20200106,,20220508,ch14uvag00046758,2499560.48,1120325.14,426.3
ch14uvag00248060,ch:1:sloid:89578:0:674217,,8957802,20.00,8.00,20220301,,20220508,ch14uvag00060023,2743181,1252507,656
ch14uvag00248069,ch:1:sloid:89575:0:124180,,8957502,20.00,8.00,20220301,,20220508,ch14uvag00060125,2745965,1255198,741
ch14uvag00248072,ch:1:sloid:94347:0:144750,,9434702,15.00,0.00,20220301,,20220508,ch14uvag00060045,2746584,1254509,661
ch14uvag00238079,ch:1:sloid:77197::4,,4,,,20210201,,20220508,ch14uvag00053025,2672304.37445,1211970.80893,480.3
ch14uvag00228948,ch:1:sloid:92709:0:759026,,peil02,11.00,14.00,20200106,,20220508,ch14uvag00042946,2503963.401,1116614.225,419.7
ch14uvag00228932,ch:1:sloid:87094:0:208104,,vand02,,,20200106,,20220508,ch14uvag00062332,2504623.39,1119644.175,458.6
ch14uvag00248077,ch:1:sloid:94352:0:547171,,9435202,15.00,6.00,20220301,,20220508,ch14uvag00060006,2747552,1256696,678
ch14uvag00243830,ch:1:sloid:72576:0:01,,1,,,20200507,,20220508,ch14uvag00049712,2662906.928,1261004.059,385.9
ch14uvag00248102,ch:1:sloid:89616:0:253392,,8961601,25.00,8.00,20220301,,20220508,ch14uvag00060089,2744566,1253185,679
ch14uvag00248108,ch:1:sloid:94349:0:158014,,9434901,15.00,22.00,20220301,,20220508,ch14uvag00060109,2747153,1255325,662
ch14uvag00235979,ch:1:sloid:95169:1:1,,1,,,20120727,,20220508,ch14uvag00063930,2615036.78,1169265.832,631.7
ch14uvag00239068,ch:1:sloid:89817::2,,2,,,20210201,,20220508,ch14uvag00052476,2664662.45323,1210762.25527,572.6
ch14uvag00238490,ch:1:sloid:1339:0:990536,,1,,,20210211,,20220508,ch14uvag00057258,2616148,1135311,2312.1
ch14uvag00230997,ch:1:sloid:236:1:2,,2,,,20200703,,20220508,ch14uvag00039976,2612006.731,1266378.934,272.9
ch14uvag00226226,ch:1:sloid:90545::50,,50,,,20220207,,20220508,ch14uvag00044434,2689297,1252164,434.5
ch14uvag00228473,ch:1:sloid:76544:1:3,,11,,,19980101,,20220508,ch14uvag00048358,2618963.857,1178175.263,1101.3
ch14uvag00247684,ch:1:sloid:2286:0:3,,3,,,20220301,,20220508,ch14uvag00061927,2686645,1221417,726
ch14uvag00236810,ch:1:sloid:31177:0:969895,,1,,,20210211,,20220508,ch14uvag00165546,2574879,1131244,1786.3
ch14uvag00230831,ch:1:sloid:3972::50,,50,,,20220207,,20220508,ch14uvag00048709,2688269,1231201,692.7
ch14uvag00247036,ch:1:sloid:93464:0:1,,1,,,20220301,,20220508,ch14uvag00064789,2682403,1224821,489
ch14uvag00234387,ch:1:sloid:77206:0:916515,D,D,,,20201221,,20220508,ch14uvag00050175,2676167,1214943,443
ch14uvag00227008,ch:1:sloid:4776:0:2,,2,,,20190101,,20220508,ch14uvag00052531,2590276.603,1214215.666,450.932
ch14uvag00236566,ch:1:sloid:76286::50,,50,,,20220207,,20220508,ch14uvag00044340,2676275,1259462,474.8
ch14uvag00231825,ch:1:sloid:3897::50,,50,,,20220207,,20220508,ch14uvag00059094,2689683,1228955,672.8
ch14uvag00229403,ch:1:sloid:88564:1:1,,10,,,20191201,,20220508,ch14uvag00049646,2611326.903,1185402.072,547.4
ch14uvag00232004,ch:1:sloid:92841:0:392048,,isam01,23.00,17.00,20200106,,20220508,ch14uvag00046821,2499769.491,1118063.155,382.6
ch14uvag00231991,ch:1:sloid:77725:0:15885,11,11,18.00,16.00,20201213,,20220508,ch14uvag00042171,2570528,1163026,771
ch14uvag00245360,ch:1:sloid:80490:0:02,,2,,,20211212,,20220508,ch14uvag00223743,2757609,1230816,443
ch14uvag00245342,ch:1:sloid:93924:0:2,,2,11.00,22.00,20211212,,20220508,ch14uvag00053716,2559551.86629,1142246.9318,382.9
ch14uvag00227767,ch:1:sloid:78296:1:3,,3,,,20200703,,20220508,ch14uvag00057902,2630890.42,1252719.347,456.7
ch14uvag00234548,ch:1:sloid:78952:0:1,,1,,,20200703,,20220508,ch14uvag00054317,2609728.318,1191727.367,550.5
ch14uvag00245371,ch:1:sloid:74403:0:4,,4,,,20211212,,20220508,ch14uvag00223714,2757070.30917,1215161.81412,473.2
ch14uvag00231088,ch:1:sloid:76791:1:1,,12,,,19990101,,20220508,ch14uvag00063429,2605382.806,1179886.791,596.6
ch14uvag00231058,ch:1:sloid:93138:0:883641,,aain00,25.00,22.00,20200106,,20220508,ch14uvag00062463,2497450.328,1118039.209,424.7
ch14uvag00228495,ch:1:sloid:7406:1:3,,10,,,20061210,,20220508,ch14uvag00048362,2618300.358,1177655.25,1060.6
ch14uvag00234539,ch:1:sloid:76103::92,,92,,,20210720,,20220508,ch14uvag00057952,2707122,1235349,481.8
ch14uvag00226613,ch:1:sloid:90784::50,,50,,,20220207,,20220508,ch14uvag00057931,2684262,1240035,461.8
ch14uvag00229634,ch:1:sloid:95229:0:571600,,cdsu01,,,20200106,,20220508,ch14uvag00061358,2506030.394,1118740.18,427.4
ch14uvag00231983,ch:1:sloid:92848:0:173079,,lomb00,25.00,18.00,20200106,,20220508,ch14uvag00046830,2500308.493,1116829.19,387.8
ch14uvag00244990,ch:1:sloid:4963:0:3,,3,18.00,16.00,20211212,,20220508,ch14uvag00043727,2554533.61076,1147030.76723,447.9
ch14uvag00245508,ch:1:sloid:80497:0:01,,1,,,20211212,,20220508,ch14uvag00047467,2752414,1226796,465
ch14uvag00238282,ch:1:sloid:8353:0:685601,,1,,,20210211,,20220508,ch14uvag00047001,2644677,1176140.001,661.8
ch14uvag00229342,ch:1:sloid:90933::52,,52,,,20220207,,20220508,ch14uvag00064010,2694424,1260129,479.5
ch14uvag00236006,ch:1:sloid:4813:0:512835,,brge02,,,20200106,,20220508,ch14uvag00221626,2493416.704,1120120.045,417.1
ch14uvag00247042,ch:1:sloid:87590:0:2,,2,,,20220301,,20220508,ch14uvag00057638,2675663,1221573,430
ch14uvag00241618,ch:1:sloid:207::161812,21,161812,,,20210101,,20220508,ch14uvag00059712,2607961,1228197,431.4
ch14uvag00240643,ch:1:sloid:8163::81632,,81632,40.00,35.00,20210101,,20220508,ch14uvag00060257,2630089,1231280,446.9
ch14uvag00241949,ch:1:sloid:78754:0:02,,2,,,20210504,,20220508,ch14uvag00051516,2656321,1247515,424.2
ch14uvag00237200,ch:1:sloid:77152::1,,1,,,20210201,,20220508,ch14uvag00044730,2666988.95838,1213570.14504,443.7
ch14uvag00237534,ch:1:sloid:31279:0:358409,,2,,,20210211,,20220508,ch14uvag00220585,2597227,1130579,2406.5
ch14uvag00241852,ch:1:sloid:78738:0:01,,1,,,20210504,,20220508,ch14uvag00051522,2654552,1249034,406.4
ch14uvag00241183,ch:1:sloid:76416::764161,,764161,,,20210101,,20220508,ch14uvag00042014,2587161,1219289,441.1
ch14uvag00233913,ch:1:sloid:91255::20,,20,,,20220207,,20220508,ch14uvag00065198,2683578,1249523,490.5
ch14uvag00241764,ch:1:sloid:78718:0:02,,2,,,20210504,,20220508,ch14uvag00044692,2654649,1241261,574.3
ch14uvag00243558,ch:1:sloid:75814::510901,,1,,,20211212,,20220508,ch14uvag00062222,2723828,1078068,272.8
ch14uvag00236670,ch:1:sloid:76593:1:2,,11,,,20000528,,20220508,ch14uvag00063119,2623026.277,1185548.273,983.2
ch14uvag00239456,ch:1:sloid:80593::1,,1,,,20210201,,20220508,ch14uvag00058239,2786797.10083,1156813.23591,1713
ch14uvag00243342,ch:1:sloid:75177::311001,,1,,,20211212,,20220508,ch14uvag00061111,2709148,1114989,202.9
ch14uvag00229996,ch:1:sloid:91910:1:2,,11,,,20090513,,20220508,ch14uvag00061268,2613221.887,1175944.084,565.5
ch14uvag00231148,ch:1:sloid:90987::80,,80,,,20210720,,20220508,ch14uvag00064081,2698846,1264984,454
ch14uvag00229104,ch:1:sloid:90556::51,,51,,,20220207,,20220508,ch14uvag00044632,2689946,1251197,434.8
ch14uvag00243846,ch:1:sloid:79018::408201,B,3,,,20211212,,20220508,ch14uvag00052242,2717886,1096656,282.4
ch14uvag00244976,ch:1:sloid:95177:0:2,,2,12.00,0.00,20211212,,20220508,ch14uvag00062810,2560860.71739,1138472.80737,374.4
ch14uvag00230706,ch:1:sloid:89307:1:4,,4,,,20200703,,20220508,ch14uvag00040063,2613396.132,1268894.814,258.1
ch14uvag00237728,ch:1:sloid:1336:0:301902,,1,,,20210211,,20220508,ch14uvag00056162,2639022,1104476,2568.8
ch14uvag00242728,ch:1:sloid:87016::306002,,2,,,20211212,,20220508,ch14uvag00055656,2705251,1114907,340.6
ch14uvag00229039,ch:1:sloid:93184:0:141125,,cobi01,15.00,14.00,20200106,,20220508,ch14uvag00062531,2501699.277,1126110.215,398.3
ch14uvag00240709,ch:1:sloid:5177:0:549004,1,1,130.00,37.00,20210308,,20220508,ch14uvag00042160,2703129.07705,1171013.63283,1438.3
ch14uvag00240702,ch:1:sloid:5170:0:267902,1,1,150.00,37.00,20210308,,20220508,ch14uvag00054364,2689611.96447,1166339.94268,1826.6
ch14uvag00241545,ch:1:sloid:93321:0:04,,4,,,20210401,,20220508,ch14uvag00041040,2586188,1220614,434.7
ch14uvag00241150,ch:1:sloid:76908::769081,,769081,,,20210101,,20220508,ch14uvag00057835,2618847,1227873,459.8
ch14uvag00226691,ch:1:sloid:3070::3,,3,,,20220207,,20220508,ch14uvag00045085,2695576,1238716,515.8
ch14uvag00229537,ch:1:sloid:75962::51,,51,,,20220207,,20220508,ch14uvag00055438,2696945,1236686,519.6
ch14uvag00230441,ch:1:sloid:94535:1:3,,10,,,20110418,,20220508,ch14uvag00061260,2612656.145,1177239.751,569.9
ch14uvag00237931,ch:1:sloid:31120:0:580648,,1,,,20210211,,20220508,ch14uvag00165414,2733385,1190400,2115.8
ch14uvag00235941,ch:1:sloid:91187::90,,90,,,20210720,,20220508,ch14uvag00065127,2683329,1253065,447.7
ch14uvag00229843,ch:1:sloid:3670:0:,1,Steg Nr. 1,0.00,0.00,20201213,,20220508,ch14uvag00063043,2693653,1231761,407
ch14uvag00230591,ch:1:sloid:76817:1:5,,11,,,19990101,,20220508,ch14uvag00061277,2614197.186,1178723.823,558.2
ch14uvag00230803,ch:1:sloid:87874:1:2,,10,,,20101212,,20220508,ch14uvag00061285,2614570.942,1176851.279,559.6
ch14uvag00232139,ch:1:sloid:89446:1:2,,2,,,20200703,,20220508,ch14uvag00057158,2615027.633,1269641.628,274.7
ch14uvag00235222,ch:1:sloid:3651:0:832913,,Limmat-Schiff Nr. 6,0.00,0.00,20201213,,20220508,ch14uvag00064881,2683269,1246676,406
ch14uvag00228723,ch:1:sloid:87071:0:164418,,pllt02,15.00,15.00,20200106,,20220508,ch14uvag00062212,2505700.428,1122451.229,436.3
ch14uvag00233433,ch:1:sloid:91123::0,,0,,,20220207,,20220508,ch14uvag00065057,2683739,1247966,452.6
ch14uvag00237954,ch:1:sloid:30552:0:540294,,4,,,20210211,,20220508,ch14uvag00043894,2735566,1188560,2206
ch14uvag00228698,ch:1:sloid:92628:0:966509,,alma01,,,20200106,,20220508,ch14uvag00039567,2487822.216,1112947.123,381.7
ch14uvag00230964,ch:1:sloid:93057:0:194105,,cmre01,20.00,15.00,20200106,,20220508,ch14uvag00056120,2498396.402,1114140.209,400.2
ch14uvag00240729,ch:1:sloid:6366:0:1,1,1,,,20210401,,20220508,ch14uvag00059828,2751239.98762,1253057.93298,926
ch14uvag00232134,ch:1:sloid:89473:1:2,,2,,,20200703,,20220508,ch14uvag00057151,2614613.873,1268867.113,262
ch14uvag00231846,ch:1:sloid:87034:0:203564,,bxpl00,20.00,12.00,20200106,,20220508,ch14uvag00040784,2494763.287,1114837.161,450.6
ch14uvag00234841,ch:1:sloid:80449::51,,51,,,20220207,,20220508,ch14uvag00064936,2683545,1251789,442.4
ch14uvag00243221,ch:1:sloid:91178::21,,21,,,20220207,,20220508,ch14uvag00065117,2680452,1249772,400.4
ch14uvag00243309,ch:1:sloid:87122::506104,,1,,,20211212,,20220508,ch14uvag00043238,2723825,1076876,235.6
ch14uvag00231790,ch:1:sloid:90661::51,,51,,,20220207,,20220508,ch14uvag00048880,2688324,1234567,439.5
ch14uvag00228559,ch:1:sloid:76839:1:3,,11,,,20101212,,20220508,ch14uvag00055283,2609483.372,1173708.772,671
ch14uvag00249524,ch:1:sloid:77434:0:01,,117201,18.00,10.00,20220329,,20220508,ch14uvag00049191,2690296.40949,1206859.04938,443.3
ch14uvag00232636,ch:1:sloid:91438::51,,51,,,20220207,,20220508,ch14uvag00065385,2686608,1245974,582.5
ch14uvag00238004,ch:1:sloid:8380:0:207676,,1,,,20210211,,20220508,ch14uvag00049485,2659614,1178796.001,1832.8
ch14uvag00243926,ch:1:sloid:90196:0:01,,1,,,20200507,,20220508,ch14uvag00039824,2665879.86607,1259300.87745,381.3
ch14uvag00227405,ch:1:sloid:75976::51,,51,,,20220207,,20220508,ch14uvag00062104,2697296,1244773,469
ch14uvag00243352,ch:1:sloid:88976::409901,,1,,,20211212,,20220508,ch14uvag00042763,2719212,1095636,340.5
ch14uvag00243412,ch:1:sloid:65003::45001,,1,,,20211212,,20220508,ch14uvag00225455,2716955,1095930,303.1
ch14uvag00245578,ch:1:sloid:3094:0:784007,2,2,,,20211212,,20220508,ch14uvag00064923,2681637.36415,1243022.7689,436.3
ch14uvag00243749,ch:1:sloid:91709:0:02,,2,,,20200507,,20220508,ch14uvag00039803,2665186.932,1259289.027,378.5
ch14uvag00242801,ch:1:sloid:91268::85,,85,,,20210720,,20220508,ch14uvag00065211,2681666,1243479,433.4
ch14uvag00234150,ch:1:sloid:89032:0:2,,2,,,20190101,,20220508,ch14uvag00049357,2603799.098,1203044.786,586.962
ch14uvag00237906,ch:1:sloid:30347:0:613428,,1,,,20210211,,20220508,ch14uvag00056151,2662563,1176602.001,2232.4
ch14uvag00249737,ch:1:sloid:77220:0:02,,100502,18.00,10.00,20220329,,20220508,ch14uvag00062914,2679232.6262,1207563.54059,435.9
ch14uvag00226405,ch:1:sloid:76975:0:1,,1,,,20190101,,20220508,ch14uvag00054245,2600539.792,1207679.212,562.954
ch14uvag00226400,ch:1:sloid:8073:0:1,,1,,,20190101,,20220508,ch14uvag00054248,2599877.999,1207683.966,577.956
ch14uvag00230266,ch:1:sloid:79515:0:2,,2,,,20190722,,20220508,ch14uvag00040732,2599505.517,1197785.289,561.3
ch14uvag00228373,ch:1:sloid:93192:0:69567,,bgou00,20.00,15.00,20200106,,20220508,ch14uvag00062606,2502246.44,1114194.25,423.2
ch14uvag00232023,ch:1:sloid:92851:0:856098,,jada01,30.00,14.00,20200106,,20220508,ch14uvag00046833,2500586.497,1117252.185,393.3
ch14uvag00229551,ch:1:sloid:94298::84,A,84,,,20210720,,20220508,ch14uvag00063989,2696838,1261634,439.4
ch14uvag00232619,ch:1:sloid:7563:1:1,,10,,,20101212,,20220508,ch14uvag00047788,2647192.336,1164622.106,1160.9
ch14uvag00231821,ch:1:sloid:73579::50,,50,,,20220207,,20220508,ch14uvag00059097,2691455,1227312,717.3
ch14uvag00239328,ch:1:sloid:77393::2,,2,,,20210201,,20220508,ch14uvag00038897,2691196.37597,1191274.66917,451.5
ch14uvag00235315,ch:1:sloid:91150::20,,20,,,20220207,,20220508,ch14uvag00065084,2680373,1246139,486.4
ch14uvag00239156,ch:1:sloid:30140:0:207655,,3,,,20210211,,20220508,ch14uvag00040490,2609123,1114376,2133.6
ch14uvag00237433,ch:1:sloid:30372:0:147600,,Engstlen Berg,,,20210817,,20220508,ch14uvag00049400,2672425.92737,1181182.00105,2208.8
ch14uvag00236960,ch:1:sloid:89721::1,,1,,,20210201,,20220508,ch14uvag00050034,2665626.20148,1208796.75928,449.3
ch14uvag00233758,ch:1:sloid:91249::20,,20,,,20220207,,20220508,ch14uvag00065192,2680798,1251763,505.3
ch14uvag00226147,ch:1:sloid:90516::51,,51,,,20220207,,20220508,ch14uvag00044391,2672069,1250621,405.2
ch14uvag00234442,ch:1:sloid:91224::21,,21,,,20220207,,20220508,ch14uvag00065159,2683174,1253814,451.1
ch14uvag00232815,ch:1:sloid:87348::1,,1,,,20220207,,20220508,ch14uvag00065000,2683099,1247973,407.8
ch14uvag00232587,ch:1:sloid:76995:0:2,,2,,,20190101,,20220508,ch14uvag00049360,2602440.741,1201921.774,551.96
ch14uvag00233632,ch:1:sloid:91251::11,,11,,,20220207,,20220508,ch14uvag00065194,2682612,1249494,429.5
ch14uvag00233756,ch:1:sloid:91250::20,,20,,,20220207,,20220508,ch14uvag00065193,2680820,1252008,498.3
ch14uvag00233760,ch:1:sloid:91249::22,,22,,,20220207,,20220508,ch14uvag00065192,2680867,1251753,503
ch14uvag00235903,ch:1:sloid:92913:0:79883,,trmb00,23.00,15.00,20200106,,20220508,ch14uvag00046900,2498743.452,1119316.155,419.8
ch14uvag00227415,ch:1:sloid:88055::50,,50,,,20220207,,20220508,ch14uvag00062122,2696507,1245599,462.8
ch14uvag00229053,ch:1:sloid:90510::50,,50,,,20220207,,20220508,ch14uvag00044665,2687347,1251035,429.1
ch14uvag00230829,ch:1:sloid:81674::50,,50,,,20220207,,20220508,ch14uvag00048894,2687800,1232147,693.6
ch14uvag00238882,ch:1:sloid:7191:0:847726,,1,,,20210211,,20220508,ch14uvag00041221,2624759,1170797.001,996.9
ch14uvag00229604,ch:1:sloid:90943::50,,50,,,20220207,,20220508,ch14uvag00064024,2695010,1259326,462.4
ch14uvag00238089,ch:1:sloid:89685::2,,2,,,20210201,,20220508,ch14uvag00048927,2668210.69147,1208234.10549,456.1
ch14uvag00241198,ch:1:sloid:76721::767211,,767211,,,20210101,,20220508,ch14uvag00055649,2590432,1220935,434.9
ch14uvag00232399,ch:1:sloid:6638::50,,50,,,20220207,,20220508,ch14uvag00225063,2688030,1244621,606.1
ch14uvag00230047,ch:1:sloid:90857::51,,51,,,20220207,,20220508,ch14uvag00063057,2693694,1230462,520.5
ch14uvag00237014,ch:1:sloid:89697::2,,2,,,20210201,,20220508,ch14uvag00050042,2663239.66524,1209543.63398,501.2
ch14uvag00236399,ch:1:sloid:91405::0,,0,,,20220207,,20220508,ch14uvag00065352,2681229,1245638,453.4
ch14uvag00243855,ch:1:sloid:94224::415001,,1,,,20211212,,20220508,ch14uvag00052236,2716659,1095137,307.4
ch14uvag00231465,ch:1:sloid:92818:0:71649,,dole00,40.00,15.00,20200106,,20220508,ch14uvag00046799,2499114.495,1118330.171,408.6
ch14uvag00230482,ch:1:sloid:76872:1:3,,11,,,19930201,,20220508,ch14uvag00048638,2617001.863,1175881.019,562.1
ch14uvag00227802,ch:1:sloid:78186:1:3,,3,,,20200703,,20220508,ch14uvag00054268,2613402.419,1263793.337,274.3
ch14uvag00238117,ch:1:sloid:277:0:848263,,1,,,20210211,,20220508,ch14uvag00223613,2742569,1227644,1261.9
ch14uvag00238077,ch:1:sloid:77197::2,,2,,,20210201,,20220508,ch14uvag00053025,2672400.07349,1212015.51983,476.9
ch14uvag00231625,ch:1:sloid:93015:0:684476,,jalp00,62.00,23.00,20200106,,20220508,ch14uvag00053382,2495434.276,1120285.152,434.9
ch14uvag00231603,ch:1:sloid:95028:0:703204,,mema00,25.00,15.00,20200106,,20220508,ch14uvag00053368,2495226.285,1121130.152,440.5
ch14uvag00231635,ch:1:sloid:95556:0:459560,,aivc00,,,20200106,,20220508,ch14uvag00096278,2492479.304,1116172.156,381.5
ch14uvag00236233,ch:1:sloid:91206::21,,21,,,20220207,,20220508,ch14uvag00065148,2681833,1252360,444.7
ch14uvag00226653,ch:1:sloid:75941::50,,50,,,20220207,,20220508,ch14uvag00051991,2693808,1256019,545.7
ch14uvag00239384,ch:1:sloid:89655::4,,4,,,20210201,,20220508,ch14uvag00042094,2668951.5176,1216457.75738,458.1
ch14uvag00227062,ch:1:sloid:75930::51,,51,,,20220207,,20220508,ch14uvag00038677,2698510,1253530,599.9
ch14uvag00227403,ch:1:sloid:88058::50,,50,,,20220207,,20220508,ch14uvag00062140,2697375,1245329,485
ch14uvag00249588,ch:1:sloid:7435:0:01,,230901,7.00,0.00,20220329,,20220508,ch14uvag00225342,2683654.93671,1207265.89819,965.1
ch14uvag00238481,ch:1:sloid:30404:0:416136,,1,,,20210211,,20220508,ch14uvag00055159,2701344,1210061,1088.6
ch14uvag00227310,ch:1:sloid:81548::50,,50,,,20220207,,20220508,ch14uvag00062126,2696595,1245036,461.4
ch14uvag00249877,ch:1:sloid:92409:0:03,,108503,12.00,0.00,20220329,,20220508,ch14uvag00059022,2692411.0745,1208607.01745,528.2
ch14uvag00227556,ch:1:sloid:90241::51,,51,,,20220207,,20220508,ch14uvag00049683,2671103,1249688,546.6
ch14uvag00237751,ch:1:sloid:31260:0:291057,,1,,,20210211,,20220508,ch14uvag00220358,2602990,1129585,1716.3
ch14uvag00233492,ch:1:sloid:91415::0,,0,,,20220207,,20220508,ch14uvag00065362,2682059,1246140,420.4
ch14uvag00233804,ch:1:sloid:91267::22,,22,,,20220207,,20220508,ch14uvag00065210,2682535,1252285,439.4
ch14uvag00235927,ch:1:sloid:90985::11,,11,,,20220207,,20220508,ch14uvag00064079,2699939,1260348,463.7
ch14uvag00227458,ch:1:sloid:95356::50,,50,,,20220207,,20220508,ch14uvag00042143,2675342,1256566,429.1
ch14uvag00236551,ch:1:sloid:76253::51,,51,,,20220207,,20220508,ch14uvag00038540,2677520,1255732,436.1
ch14uvag00241509,ch:1:sloid:88320:0:01,,1,,,20210401,,20220508,ch14uvag00060830,2592404,1211989,475.3
ch14uvag00247087,ch:1:sloid:77553:0:1,,1,,,20220301,,20220508,ch14uvag00063152,2681324,1217457,422
ch14uvag00234882,ch:1:sloid:91152::21,,21,,,20220207,,20220508,ch14uvag00065086,2684813,1250986,450.5
ch14uvag00236007,ch:1:sloid:4813:0:51130,,brge01,20.00,15.00,20200106,,20220508,ch14uvag00221626,2493448.304,1120068.145,418.7
ch14uvag00238235,ch:1:sloid:73043::2,D,2,,,20210201,,20220508,ch14uvag00052429,2665601.64101,1210222.58461,450.8
ch14uvag00226561,ch:1:sloid:90607::50,,50,,,20220207,,20220508,ch14uvag00045609,2691045,1247912,441
ch14uvag00226562,ch:1:sloid:90607::51,,51,,,20220207,,20220508,ch14uvag00045609,2691061,1247975,441
ch14uvag00229195,ch:1:sloid:94249::50,,50,,,20220207,,20220508,ch14uvag00040494,2689999,1246384,580
ch14uvag00236683,ch:1:sloid:91054::80,,80,,,20210720,,20220508,ch14uvag00064866,2680706,1252905,455.3
ch14uvag00237745,ch:1:sloid:31111:0:492666,,1,,,20210211,,20220508,ch14uvag00165476,2552809,1113775,1672.8
ch14uvag00237746,ch:1:sloid:31113:0:419409,,1,,,20210211,,20220508,ch14uvag00165475,2551894,1113816,1821.7
ch14uvag00239276,ch:1:sloid:7593:0:515729,,1,,,20210211,,20220508,ch14uvag00055428,2619836,1150115,1683.1
ch14uvag00229569,ch:1:sloid:88552::16,,16,,,20220207,,20220508,ch14uvag00064062,2696938,1261990,438.4
ch14uvag00226564,ch:1:sloid:90606::51,,51,,,20220207,,20220508,ch14uvag00045608,2690734,1247461,448.7
ch14uvag00235915,ch:1:sloid:94402::51,,51,,,20220207,,20220508,ch14uvag00063178,2712560,1237936,747.6
ch14uvag00234735,ch:1:sloid:76123::50,,50,,,20220207,,20220508,ch14uvag00058269,2693884,1227312,640.5
ch14uvag00238824,ch:1:sloid:30139:0:719033,,1,,,20210211,,20220508,ch14uvag00047724,2610412,1113869,1598.2
ch14uvag00227572,ch:1:sloid:78294:1:1,,1,,,20200703,,20220508,ch14uvag00044352,2630087.411,1255116.36,409.7
